model_key,model_random_seed,baseline_model_key,baseline_random_seed,track,reporting_phase,model_success_observation_count,baseline_success_observation_count,paired_observation_count,paired_count,mae_difference,ci_95_lower,ci_95_upper,comparison_status,comparison_reason,significance_status,comparison_method,bootstrap_samples,minimum_paired_observations
gradient_boosting,29,deterministic_baseline,0,unseen_entity,H13_PLUS,1151,1151,1151,1151,19411.253906184007,15772.704096007077,22900.631479280662,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
gradient_boosting,43,deterministic_baseline,0,unseen_entity,H13_PLUS,1151,1151,1151,1151,19411.25390618401,16292.137951960563,22845.687549186558,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,17,deterministic_baseline,0,seen_entity,H00,5958,0,0,0,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,29,deterministic_baseline,0,seen_entity,H00,5958,0,0,0,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,43,deterministic_baseline,0,seen_entity,H00,5958,0,0,0,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,17,deterministic_baseline,0,seen_entity,H01_02,316,316,316,316,51.53886651477916,-1217.4610999241195,1378.220163570171,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,29,deterministic_baseline,0,seen_entity,H01_02,316,316,316,316,69.47809545562762,-1070.8257404120636,1251.1849632320452,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,43,deterministic_baseline,0,seen_entity,H01_02,316,316,316,316,-44.878030445448026,-1208.7700395956492,1299.875629009667,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,17,deterministic_baseline,0,seen_entity,H03_05,355,355,355,355,-2456.4861148554187,-4486.5529867974155,-945.9457106921934,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,29,deterministic_baseline,0,seen_entity,H03_05,355,355,355,355,-2482.552902572539,-4882.626411326581,-948.6444317628559,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,43,deterministic_baseline,0,seen_entity,H03_05,355,355,355,355,-2620.216866015416,-4462.096277147231,-930.1835809258619,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,17,deterministic_baseline,0,seen_entity,H06_12,616,616,616,616,-390.6796407926163,-2093.8490153822477,1093.8269133166752,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,29,deterministic_baseline,0,seen_entity,H06_12,616,616,616,616,-28.723820960610766,-1525.748645251966,2017.6855572074487,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,43,deterministic_baseline,0,seen_entity,H06_12,616,616,616,616,118.5817052121879,-1559.6715259337107,1827.6702087027215,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,17,deterministic_baseline,0,seen_entity,H13_PLUS,7652,7652,7652,7652,11640.372431295322,-1819.555505168098,28583.649161328085,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,29,deterministic_baseline,0,seen_entity,H13_PLUS,7652,7652,7652,7652,11990.186330043798,-1613.3026117994232,29545.40888011292,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,43,deterministic_baseline,0,seen_entity,H13_PLUS,7652,7652,7652,7652,12551.904470403926,-879.5272852588009,29077.729941891554,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,17,deterministic_baseline,0,unseen_entity,H00,901,0,0,0,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,29,deterministic_baseline,0,unseen_entity,H00,901,0,0,0,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,43,deterministic_baseline,0,unseen_entity,H00,901,0,0,0,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,17,deterministic_baseline,0,unseen_entity,H01_02,57,57,57,57,1121.6157923314638,-3538.58893784588,6356.0331210624245,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,29,deterministic_baseline,0,unseen_entity,H01_02,57,57,57,57,388.9101363710363,-5383.323386359243,6339.62216759111,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,43,deterministic_baseline,0,unseen_entity,H01_02,57,57,57,57,-341.0589681379405,-5248.213279014731,4635.863624747384,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,17,deterministic_baseline,0,unseen_entity,H03_05,59,59,59,59,-4698.684782411371,-15600.135511008139,3896.6762527205137,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,29,deterministic_baseline,0,unseen_entity,H03_05,59,59,59,59,-5864.276778963698,-18011.770678152217,2884.8158096056086,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,43,deterministic_baseline,0,unseen_entity,H03_05,59,59,59,59,-8010.096977790867,-19715.935583189806,1025.8470450957984,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,17,deterministic_baseline,0,unseen_entity,H06_12,81,81,81,81,-1893.7003463135513,-5952.394498816808,1353.6162080586716,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,29,deterministic_baseline,0,unseen_entity,H06_12,81,81,81,81,-1782.3723988766048,-4627.900750119946,642.9127767818876,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,43,deterministic_baseline,0,unseen_entity,H06_12,81,81,81,81,-1070.8986248580838,-4747.247062186257,1620.208498382987,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,17,deterministic_baseline,0,unseen_entity,H13_PLUS,1151,1151,1151,1151,-6704.361427426865,-9596.816716161466,-3688.5050937883307,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,29,deterministic_baseline,0,unseen_entity,H13_PLUS,1151,1151,1151,1151,-6496.299269372518,-9010.988666110668,-3969.839318008961,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
lightgbm,43,deterministic_baseline,0,unseen_entity,H13_PLUS,1151,1151,1151,1151,-6998.158555689071,-9655.2056173657,-4491.519526317863,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,17,deterministic_baseline,0,seen_entity,H00,0,0,0,0,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,29,deterministic_baseline,0,seen_entity,H00,0,0,0,0,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,43,deterministic_baseline,0,seen_entity,H00,0,0,0,0,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,17,deterministic_baseline,0,seen_entity,H01_02,0,316,0,0,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,29,deterministic_baseline,0,seen_entity,H01_02,0,316,0,0,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,43,deterministic_baseline,0,seen_entity,H01_02,0,316,0,0,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,17,deterministic_baseline,0,seen_entity,H03_05,0,355,0,0,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,29,deterministic_baseline,0,seen_entity,H03_05,0,355,0,0,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,43,deterministic_baseline,0,seen_entity,H03_05,0,355,0,0,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,17,deterministic_baseline,0,seen_entity,H06_12,616,616,616,616,-1809.3865670607227,-2864.4298163044796,-923.5212198876866,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,29,deterministic_baseline,0,seen_entity,H06_12,616,616,616,616,-1937.3422908014795,-2746.1527871485696,-1216.3001817702554,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,43,deterministic_baseline,0,seen_entity,H06_12,616,616,616,616,-2257.1256895326424,-3287.927210502745,-1372.932859411291,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,17,deterministic_baseline,0,seen_entity,H13_PLUS,7652,7652,7652,7652,-8469.784224946803,-16825.423901284314,-1540.7062757440906,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,29,deterministic_baseline,0,seen_entity,H13_PLUS,7652,7652,7652,7652,-12623.441554212643,-19565.978950331082,-7599.337482342904,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,43,deterministic_baseline,0,seen_entity,H13_PLUS,7652,7652,7652,7652,-12591.400724616818,-20675.981334940705,-6035.916443387943,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,17,deterministic_baseline,0,unseen_entity,H00,0,0,0,0,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,29,deterministic_baseline,0,unseen_entity,H00,0,0,0,0,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,43,deterministic_baseline,0,unseen_entity,H00,0,0,0,0,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,17,deterministic_baseline,0,unseen_entity,H01_02,0,57,0,0,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,29,deterministic_baseline,0,unseen_entity,H01_02,0,57,0,0,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,43,deterministic_baseline,0,unseen_entity,H01_02,0,57,0,0,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,17,deterministic_baseline,0,unseen_entity,H03_05,0,59,0,0,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,29,deterministic_baseline,0,unseen_entity,H03_05,0,59,0,0,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,43,deterministic_baseline,0,unseen_entity,H03_05,0,59,0,0,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,17,deterministic_baseline,0,unseen_entity,H06_12,81,81,81,81,-2865.2962546462363,-6516.337721422975,-356.2958067202051,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,29,deterministic_baseline,0,unseen_entity,H06_12,81,81,81,81,-1844.0074942724789,-5268.000637414982,855.7280766020004,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,43,deterministic_baseline,0,unseen_entity,H06_12,81,81,81,81,-1804.8554509573044,-4359.174518138654,-160.6247783423344,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,17,deterministic_baseline,0,unseen_entity,H13_PLUS,1151,1151,1151,1151,-2456.380209023856,-5116.662379342657,-7.58149554274134,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,29,deterministic_baseline,0,unseen_entity,H13_PLUS,1151,1151,1151,1151,-6705.418015895423,-9645.37113628853,-4194.761281674151,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
nbeats,43,deterministic_baseline,0,unseen_entity,H13_PLUS,1151,1151,1151,1151,-5591.074072638178,-8053.3257895024135,-3813.218583903809,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,17,deterministic_baseline,0,seen_entity,H00,5958,0,0,0,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,29,deterministic_baseline,0,seen_entity,H00,5958,0,0,0,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,43,deterministic_baseline,0,seen_entity,H00,5958,0,0,0,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,17,deterministic_baseline,0,seen_entity,H01_02,316,316,316,316,30117.826755947175,24093.232827544598,36841.01629092758,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,29,deterministic_baseline,0,seen_entity,H01_02,316,316,316,316,30117.826755947175,23271.025309440007,36989.88267911905,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,43,deterministic_baseline,0,seen_entity,H01_02,316,316,316,316,30117.826755947175,24164.705121379622,36756.35674031896,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,17,deterministic_baseline,0,seen_entity,H03_05,355,355,355,355,21480.383338184016,17076.593212517844,26702.230995213835,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,29,deterministic_baseline,0,seen_entity,H03_05,355,355,355,355,21480.383338184016,17169.15425690322,26488.354805999446,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,43,deterministic_baseline,0,seen_entity,H03_05,355,355,355,355,21480.383338184016,17402.160871105207,26312.141869185383,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,17,deterministic_baseline,0,seen_entity,H06_12,616,616,616,616,15014.777511520844,11672.868405145357,18497.521769241244,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,29,deterministic_baseline,0,seen_entity,H06_12,616,616,616,616,15014.777511520844,12220.122360159223,17980.975948094147,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,43,deterministic_baseline,0,seen_entity,H06_12,616,616,616,616,15014.777511520844,12103.881287636485,18411.33683276156,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,17,deterministic_baseline,0,seen_entity,H13_PLUS,7652,7652,7652,7652,1490.0070007786085,-6845.787572227212,8702.738522639413,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,29,deterministic_baseline,0,seen_entity,H13_PLUS,7652,7652,7652,7652,1490.0070007786085,-5757.448924677688,7940.577654343377,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,43,deterministic_baseline,0,seen_entity,H13_PLUS,7652,7652,7652,7652,1490.0070007786085,-6373.39083315286,8619.804346482011,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,17,deterministic_baseline,0,unseen_entity,H00,901,0,0,0,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,29,deterministic_baseline,0,unseen_entity,H00,901,0,0,0,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,43,deterministic_baseline,0,unseen_entity,H00,901,0,0,0,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,17,deterministic_baseline,0,unseen_entity,H01_02,57,57,57,57,53700.93436942185,27536.01416780067,83356.40634238167,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,29,deterministic_baseline,0,unseen_entity,H01_02,57,57,57,57,53700.93436942185,28519.268483687432,85289.29367591675,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,43,deterministic_baseline,0,unseen_entity,H01_02,57,57,57,57,53700.93436942185,29434.82118861937,84429.76595890163,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,17,deterministic_baseline,0,unseen_entity,H03_05,59,59,59,59,35723.54862027529,16280.539618210087,58185.37926983934,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,29,deterministic_baseline,0,unseen_entity,H03_05,59,59,59,59,35723.54862027529,17338.25214103932,56053.65381069172,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,43,deterministic_baseline,0,unseen_entity,H03_05,59,59,59,59,35723.54862027529,18566.551151105814,60430.50654207428,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,17,deterministic_baseline,0,unseen_entity,H06_12,81,81,81,81,11284.654300145365,7207.276141842336,15544.541156020123,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,29,deterministic_baseline,0,unseen_entity,H06_12,81,81,81,81,11284.654300145365,7281.058302161535,16212.627093368787,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,43,deterministic_baseline,0,unseen_entity,H06_12,81,81,81,81,11284.654300145365,7031.824033988411,15717.488287072087,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,17,deterministic_baseline,0,unseen_entity,H13_PLUS,1151,1151,1151,1151,10213.489948035118,7029.3014847479535,13135.162311799377,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,29,deterministic_baseline,0,unseen_entity,H13_PLUS,1151,1151,1151,1151,10213.489948035118,7189.085103813263,12894.937289145859,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
ridge,43,deterministic_baseline,0,unseen_entity,H13_PLUS,1151,1151,1151,1151,10213.489948035118,7014.155569205594,13138.067402613953,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,500,30
